OBJECTID,Record_ID,Offense_Code,Offense_Ext,Offense_Category,Description,Police_District,Beat,Grid,Occurence_Date
31257,1552173,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,5,5A,1501,2021/09/24 14:36:00+00
31258,1552174,0999,4,HOMICIDE,197 JUSTIFIABLE HOMI-CIVILIAN,6,6B,1086,2021/10/18 04:09:00+00
31259,1552177,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,1,1C,0449,2021/09/24 19:01:00+00
31260,1552178,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,2,2B,0563,2021/11/09 07:20:00+00
31261,1552179,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,2,2A,0506,2021/11/09 06:20:00+00
31262,1552181,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,1,1A,0104,2021/11/05 04:00:00+00
31263,1552182,2605,13,THEFT,484G PC THEFT BY CREDIT CARD,4,4C,1227,2021/10/02 15:00:00+00
31264,1552184,2605,8,FRAUD,484G(B) PC ACCESS CARD FRAUD,4,4B,1356,2021/11/02 13:55:00+00
31265,1552187,2605,8,FRAUD,484G(B) PC ACCESS CARD FRAUD,6,6C,1445,2021/11/02 19:00:00+00
31266,1552191,1315,39,AGG ASSAULT,245(A)(4)AWDW-FORCE ONLY,1,1A,0144,2021/11/05 19:01:00+00
31267,1552192,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,6,6E,0898,2021/09/25 18:09:00+00
31268,1552193,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3B,0748,2021/07/15 20:00:00+00
31269,1552195,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,5,5C,1654,2021/11/07 07:01:00+00
31270,1552196,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,3,3A,0707,2021/11/09 22:19:00+00
31271,1552200,5202,24,WEAPON OFFENSE,25400(C)(6)(A) CCW-ON PER LOAD,UI,UI,UI,2021/11/09 17:07:00+00
31272,1552201,3560,3,NARCOTICS,11359(B) POSS MARIJ FOR SALE-M,UI,UI,UI,2021/11/09 03:24:00+00
31273,1552202,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,4,4A,0917,2021/11/09 02:17:00+00
31274,1552204,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,1,1A,0144,2021/11/08 18:15:00+00
31275,1552205,5212,91,WEAPON OFFENSE,30605 POSS ASSAULT WEAPON,5,5A,1386,2021/11/06 01:24:00+00
31276,1552206,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,1,1C,0449,2021/09/26 00:05:00+00
31277,1552207,2202,0,BURGLARY,459 PC BURGLARY:RESIDENCE-FORCE,4,4C,1286,2021/11/08 07:37:00+00
31278,1552208,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,1,1B,0421,2021/09/26 04:57:00+00
31279,1552212,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,1,1C,0436,2021/11/09 15:12:00+00
31280,1552213,2202,0,BURGLARY,459 PC BURGLARY:RESIDENCE-FORCE,6,6D,0851,2021/11/09 21:51:00+00
31281,1552214,1313,19,BATTERY,242 PC BATTERY CIVILIAN,6,6A,1071,2021/11/07 15:09:00+00
31282,1552215,2203,0,BURGLARY,459 PC BURGLARY:BUSINESS-FORCE,4,4A,0927,2021/11/05 12:00:00+00
31283,1552216,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,6,6E,0877,2021/11/09 17:23:00+00
31284,1552218,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,6,6D,0847,2021/11/09 14:59:00+00
31285,1552219,2203,0,BURGLARY,459 PC BURGLARY:BUSINESS-FORCE,4,4A,0905,2021/11/09 14:18:00+00
31286,1552222,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1B,0410,2021/11/09 11:29:00+00
31287,1552224,2203,0,BURGLARY,459 PC BURGLARY:BUSINESS-FORCE,3,3A,0702,2021/11/09 10:03:00+00
31288,1552225,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,6,6B,1054,2021/09/25 17:13:00+00
31289,1552226,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,3,3B,0747,2021/09/25 16:52:00+00
31290,1552227,2803,04,STOLEN PROP,496D(A) PURCH STLN VEH-FEL,4,4B,1336,2021/11/09 02:11:00+00
31291,1552228,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,5,5A,1392,2021/10/05 23:11:00+00
31292,1552231,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,1,1C,0449,2021/09/26 15:22:00+00
31293,1552232,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,4,4B,0969,2021/11/09 22:58:00+00
31294,1552234,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6C,1422,2021/10/17 03:48:00+00
31295,1552235,5202,11,WEAPON OFFENSE,25400(A)(1) CCW IN VEHICLE-FEL,UI,UI,UI,2021/11/10 03:49:00+00
31296,1552236,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6D,0845,2021/10/29 06:38:00+00
31297,1552237,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,2,2C,0602,2021/10/22 16:09:00+00
31298,1552238,2404,12,AUTO THEFT,10855 VC LSE/RENT NOT RETURNED,2,2C,0605,2021/10/19 15:00:00+00
31299,1552239,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,4,4A,0908,2021/10/29 21:24:00+00
31300,1552240,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,4,4C,1225,2021/10/30 02:30:00+00
31301,1552241,2399,2,LARCENY,484 PC PETTY THEFT,2,2C,0623,2021/11/05 01:50:00+00
31302,1552242,2399,23,LARCENY,487(A) GRAND THFT-RECYCL METAL,3,3A,0784,2021/11/04 01:00:00+00
31303,1552244,2399,23,LARCENY,487(A) GRAND THFT-RECYCL METAL,2,2A,0221,2021/11/06 02:40:00+00
31304,1552245,2399,23,LARCENY,487(A) GRAND THFT-RECYCL METAL,6,6B,1003,2021/11/07 01:45:00+00
31305,1552246,2399,23,LARCENY,487(A) GRAND THFT-RECYCL METAL,3,3A,0725,2021/11/06 11:10:00+00
31306,1552247,2399,23,LARCENY,487(A) GRAND THFT-RECYCL METAL,4,4A,0906,2021/11/08 04:30:00+00
31307,1552248,2399,23,LARCENY,487(A) GRAND THFT-RECYCL METAL,5,5C,1624,2021/11/07 15:45:00+00
31308,1552249,2399,23,LARCENY,487(A) GRAND THFT-RECYCL METAL,1,1C,0438,2021/10/30 08:30:00+00
31309,1552250,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,1,1C,0416,2021/11/08 14:05:00+00
31310,1552251,2399,23,LARCENY,487(A) GRAND THFT-RECYCL METAL,6,6D,0856,2021/11/07 04:30:00+00
31311,1552252,2399,23,LARCENY,487(A) GRAND THFT-RECYCL METAL,4,4A,0928,2021/11/06 03:00:00+00
31312,1552253,2399,23,LARCENY,487(A) GRAND THFT-RECYCL METAL,2,2B,0544,2021/10/31 23:00:00+00
31313,1552254,2399,23,LARCENY,487(A) GRAND THFT-RECYCL METAL,6,6C,1124,2021/11/09 02:00:00+00
31314,1552255,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,5,5C,1644,2021/10/30 03:02:00+00
31315,1552256,2399,2,LARCENY,484 PC PETTY THEFT,4,4C,1294,2021/10/25 17:31:00+00
31316,1552257,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,1,1A,0104,2021/07/22 20:40:00+00
31317,1552258,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,1,1A,0305,2021/11/02 23:00:00+00
31318,1552259,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,5,5C,1606,2021/10/30 23:12:00+00
31319,1552260,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,3,3A,0765,2021/11/05 05:48:00+00
31320,1552261,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,4,4C,1282,2021/10/31 01:00:00+00
31321,1552262,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,6,6E,0888,2021/11/04 23:55:00+00
31322,1552263,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6C,1406,2021/10/24 15:08:00+00
31323,1552264,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,6,6B,1005,2021/10/30 13:00:00+00
31324,1552265,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,1,1A,0328,2021/11/07 01:13:00+00
31325,1552266,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,2,2B,0531,2021/11/03 15:15:00+00
31326,1552267,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,4,4B,1354,2021/10/31 01:13:00+00
31327,1552268,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,2,2C,0617,2021/11/05 02:00:00+00
31328,1552269,2299,01,BURGLARY,459 PC BURGLARY:VEHICLE,3,3B,0766,2021/11/04 07:00:00+00
31329,1552272,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,5,5C,1639,2021/11/05 01:35:00+00
31330,1552273,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,4,4A,0908,2021/11/09 01:05:00+00
31331,1552274,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6E,0877,2021/11/04 03:45:00+00
31332,1552275,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,5,5C,1634,2021/11/05 13:10:00+00
31333,1552276,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6C,1441,2021/11/05 00:40:00+00
31334,1552277,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3M,0742,2021/10/29 22:22:00+00
31335,1552278,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6C,1448,2021/10/26 22:50:00+00
31336,1552280,2605,13,THEFT,484G PC THEFT BY CREDIT CARD,5,5C,1634,2021/10/07 15:54:00+00
31337,1552281,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,1,1B,0402,2021/10/22 13:50:00+00
31338,1552282,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3B,0716,2021/10/13 21:15:00+00
31339,1552283,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,5,5C,1639,2021/11/06 00:53:00+00
31340,1552284,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3A,0785,2021/10/26 21:10:00+00
31341,1552291,5401,0,TRAFFIC,20002(A) HIT/RUN-PROP DAMAGE,5,5C,1654,2021/10/31 06:48:00+00
31342,1552292,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,2,2C,0605,2021/10/31 18:15:00+00
31343,1552293,2304,1,LARCENY,487(A) GRAND THEFT-AUTO PARTS,2,2B,0522,2021/09/27 05:52:00+00
31344,1552294,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6D,0824,2021/11/10 02:00:00+00
31345,1552297,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6A,1001,2021/10/31 18:25:00+00
31346,1552302,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,2,2A,0205,2021/11/01 13:26:00+00
31347,1552306,5217,0,WEAPON OFFENSE,"30600(A) TRANS, ETC ASSLT WEAP",5,5A,1364,2021/11/10 15:00:00+00
31348,1552307,5214,10,WEAPON OFFENSE,27545 UNLICENSED SALE OF GUN,UI,UI,UI,2021/11/10 19:49:00+00
31349,1552308,3560,1,NARCOTICS,11359 HS POSS FOR SALE MARIJ,UI,UI,UI,2021/11/10 15:00:00+00
31350,1552313,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6D,0841,2021/11/10 02:00:00+00
31351,1552315,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,6,6B,1088,2021/09/26 23:09:00+00
31352,1552317,5707,0,PRIVACY,602 PC TRESPASS,6,6B,1084,2021/11/10 08:56:00+00
31353,1552318,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1C,0405,2021/11/10 09:00:00+00
31354,1552319,2699,4,FRAUD,532 PC FRAUD OBTAIN MONEY ETC,6,6E,0888,2021/11/08 16:30:00+00
31355,1552320,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,1,1A,0334,2021/09/27 02:02:00+00
31356,1552321,5212,75,WEAPON OFFENSE,25850(C)(6) LOAD GUN NOT R/O-F,5,5C,1623,2021/11/09 05:50:00+00
31357,1552322,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,5,5B,1603,2021/11/06 23:30:00+00
31358,1552323,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,1,1A,0336,2021/11/08 20:15:00+00
31359,1552324,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6E,0877,2021/11/08 19:50:00+00
31360,1552326,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,1,1A,0131,2021/11/07 16:05:00+00
31361,1552327,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,5,5B,1614,2021/11/06 23:30:00+00
31362,1552328,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3B,0716,2021/11/05 02:30:00+00
31363,1552329,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,1,1B,0423,2021/09/26 17:50:00+00
31364,1552334,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,6,6D,0861,2021/09/27 18:45:00+00
31365,1552335,1313,19,BATTERY,242 PC BATTERY CIVILIAN,4,4C,1301,2021/11/10 20:00:00+00
31366,1552339,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,2,2A,0206,2021/09/27 16:01:00+00
31367,1552341,1313,19,BATTERY,242 PC BATTERY CIVILIAN,3,3B,0748,2021/11/08 14:00:00+00
31368,1552342,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2A,0506,2021/09/27 19:45:00+00
31369,1552344,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,4,4C,1286,2021/11/10 05:00:00+00
31370,1552346,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2B,0521,2021/09/27 23:55:00+00
31371,1552347,2399,23,LARCENY,487(A) GRAND THFT-RECYCL METAL,5,5C,1623,2021/11/10 12:00:00+00
31372,1552349,2999,35,VANDALISM,594(A)(2) VANDALISM-DAMAGE,4,4A,0965,2021/11/10 19:30:00+00
31373,1552351,3560,3,NARCOTICS,11359(B) POSS MARIJ FOR SALE-M,6,6A,1061,2021/11/05 01:49:00+00
31374,1552353,5499,132,TRAFFIC,23109(C) EXHIBITION OF SPEED,UI,UI,UI,2021/11/06 05:14:00+00
31375,1552354,3599,61,NARCOTICS,11350(A) POSS CONTROLLED SUBST,3,3B,0728,2021/11/09 18:47:00+00
31376,1552356,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,5,5C,1654,2021/09/27 11:53:00+00
31377,1552357,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,4,4B,1346,2021/11/06 19:45:00+00
31378,1552359,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,6,6C,1424,2021/09/27 14:20:00+00
31379,1552360,2204,0,BURGLARY,459 PC BURGLARY:RESIDENCE-NO FORCE,6,6C,1443,2021/11/08 19:46:00+00
31380,1552361,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,4,4B,0969,2021/09/27 15:43:00+00
31381,1552362,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,6,6C,1113,2021/09/27 17:31:00+00
31382,1552363,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2C,0623,2021/09/28 07:12:00+00
31383,1552364,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,4,4B,1336,2021/09/28 14:00:00+00
31384,1552366,2399,31,LARCENY,487(D)(2) GRAND THFT GUN >$950,4,4B,1333,2021/11/01 15:00:00+00
31385,1552368,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3M,0742,2021/11/07 01:00:00+00
31386,1552369,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,UI,UI,UI,2021/09/28 01:47:00+00
31387,1552370,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,2,2C,0619,2021/09/29 02:05:00+00
31388,1552371,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,2,2B,0542,2021/11/10 09:51:00+00
31389,1552375,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2A,0507,2021/09/29 00:02:00+00
31390,1552376,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,6,6A,1015,2021/10/26 19:00:00+00
31391,1552378,1313,19,BATTERY,242 PC BATTERY CIVILIAN,3,3M,0741,2021/10/31 07:16:00+00
31392,1552381,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,4,4B,1306,2021/09/29 02:02:00+00
31393,1552385,5213,5,WEAPON OFFENSE,246.3(A) NEGL DISCH FIREARM-F,2,2A,0502,2021/11/04 22:50:00+00
31394,1552390,1210,0,ROBBERY,211 PC ROBBERY-PURSE SNATCH,4,4A,0937,2021/11/09 11:28:00+00
31395,1552392,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,2,2C,0605,2021/11/09 19:22:00+00
31396,1552399,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,6,6C,1409,2021/11/08 20:40:00+00
31397,1552400,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,1,1B,0442,2021/11/08 20:50:00+00
31398,1552404,5005,2,OBST JUDICIARY,166(A)(4) WILFUL DISOBEY CT OR,2,2C,0568,2021/11/10 05:14:00+00
31399,1552405,3599,63,NARCOTICS,11377(A) POSS DANGEROUS DRUG,3,3B,0736,2021/11/10 05:49:00+00
31400,1552406,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,6,6C,1124,2021/09/28 20:21:00+00
31401,1552407,7000,61,INCIDENT RPT,TOWED/STORED VEH-14602.6,1,1A,0145,2021/09/28 18:08:00+00
31402,1552408,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6B,1018,2021/11/08 22:37:00+00
31403,1552409,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,3,3B,0727,2021/09/28 15:21:00+00
31404,1552424,5401,2,ACCIDENT,20001(A) VC HIT/RUN INJ/DEATH,3,3A,0763,2021/10/03 06:51:00+00
31405,1552435,2399,2,LARCENY,484 PC PETTY THEFT,4,4B,0976,2021/11/03 09:00:00+00
31406,1552436,2204,0,BURGLARY,459 PC BURGLARY:RESIDENCE-NO FORCE,4,4C,1252,2021/11/06 13:12:00+00
31407,1552437,2399,2,LARCENY,484 PC PETTY THEFT,2,2B,0563,2021/11/06 04:59:00+00
31408,1552438,2203,0,BURGLARY,459 PC BURGLARY:BUSINESS-FORCE,2,2C,0602,2021/11/07 03:30:00+00
31409,1552441,2399,2,LARCENY,484 PC PETTY THEFT,4,4A,0906,2021/11/05 00:30:00+00
31410,1552442,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,1,1A,0104,2021/11/04 11:30:00+00
31411,1552443,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,3,3A,0771,2021/11/04 06:35:00+00
31412,1552444,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,3,3A,0771,2021/11/02 16:25:00+00
31413,1552445,2399,24,LARCENY,484 PC PETTY THFT-RECYCL METAL,2,2C,0606,2021/11/07 22:05:00+00
31414,1552452,1313,19,BATTERY,242 PC BATTERY CIVILIAN,4,4C,1281,2021/11/05 00:40:00+00
31415,1552457,5401,2,ACCIDENT,20001(A) VC HIT/RUN INJ/DEATH,2,2A,0225,2021/11/05 13:51:00+00
31416,1552460,1313,19,BATTERY,242 PC BATTERY CIVILIAN,3,3B,0766,2021/11/07 18:00:00+00
31417,1552461,1313,19,BATTERY,242 PC BATTERY CIVILIAN,3,3A,0765,2021/11/08 15:35:00+00
31418,1552466,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2A,0203,2021/11/10 16:30:00+00
31419,1552476,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,2,2C,0619,2021/11/03 23:00:00+00
31420,1552477,2299,01,BURGLARY,459 PC BURGLARY:VEHICLE,1,1B,0411,2021/11/05 23:15:00+00
31421,1552478,3562,5,NARCOTICS,11357(A) POSS CONCENTR CANNAB,4,4A,0903,2021/11/11 02:51:00+00
31422,1552479,5212,01,WEAPON OFFENSE,417(A)1) PC BRANDISH NON-GUN,6,6C,1403,2021/11/10 11:03:00+00
31423,1552480,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,3,3B,0767,2021/11/05 09:30:00+00
31424,1552481,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,3,3A,0706,2021/11/10 17:07:00+00
31425,1552482,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,1,1B,0442,2021/11/04 07:00:00+00
31426,1552483,2202,0,BURGLARY,459 PC BURGLARY:RESIDENCE-FORCE,6,6B,1402,2021/11/10 17:36:00+00
31427,1552485,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,3,3A,0704,2021/11/10 18:09:00+00
31428,1552486,2399,2,LARCENY,484 PC PETTY THEFT,6,6C,1111,2021/11/03 00:38:00+00
31429,1552487,5212,01,WEAPON OFFENSE,417(A)1) PC BRANDISH NON-GUN,6,6B,1084,2021/11/10 18:27:00+00
31430,1552488,2299,01,BURGLARY,459 PC BURGLARY:VEHICLE,6,6C,1111,2021/11/05 20:15:00+00
31431,1552491,2803,04,STOLEN PROP,496D(A) PURCH STLN VEH-FEL,4,4A,0928,2021/11/10 18:34:00+00
31432,1552492,2399,2,LARCENY,484 PC PETTY THEFT,5,5A,1364,2021/11/05 20:00:00+00
31433,1552493,2399,2,LARCENY,484 PC PETTY THEFT,4,4A,0902,2021/11/05 07:00:00+00
31434,1552495,2803,0,STOLEN PROP,496(A) REC STOLEN PROP-FEL,6,6C,1141,2021/11/10 23:52:00+00
31435,1552496,2205,0,BURGLARY,459 PC BURGLARY:BUSINESS-NO FORCE,6,6C,1111,2021/11/11 02:05:00+00
31436,1552497,2399,2,LARCENY,484 PC PETTY THEFT,4,4A,0905,2021/11/05 01:42:00+00
31437,1552498,2399,2,LARCENY,484 PC PETTY THEFT,2,2C,0628,2021/11/06 15:10:00+00
31438,1552500,2399,2,LARCENY,484 PC PETTY THEFT,2,2C,0628,2021/11/06 22:25:00+00
31439,1552502,2399,2,LARCENY,484 PC PETTY THEFT,5,5A,1391,2021/11/03 20:07:00+00
31440,1552503,2399,2,LARCENY,484 PC PETTY THEFT,4,4A,0905,2021/11/07 16:18:00+00
31441,1552504,2399,2,LARCENY,484 PC PETTY THEFT,4,4A,0905,2021/11/04 06:35:00+00
31442,1552505,2299,01,BURGLARY,459 PC BURGLARY:VEHICLE,4,4A,0905,2021/10/20 06:50:00+00
31443,1552506,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6E,0898,2021/11/04 23:00:00+00
31444,1552507,2399,2,LARCENY,484 PC PETTY THEFT,6,6C,1422,2021/10/29 12:00:00+00
31445,1552508,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6D,0801,2021/10/17 07:00:00+00
31446,1552509,2399,2,LARCENY,484 PC PETTY THEFT,5,5C,1639,2021/11/07 22:59:00+00
31447,1552510,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,5,5C,1642,2021/11/08 13:59:00+00
31448,1552511,2399,2,LARCENY,484 PC PETTY THEFT,1,1A,0328,2021/11/07 23:33:00+00
31449,1552512,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1B,0435,2021/11/09 01:24:00+00
31450,1552513,2399,2,LARCENY,484 PC PETTY THEFT,3,3A,0782,2021/11/05 22:00:00+00
31451,1552514,5213,4,WEAPON OFFENSE,246 PC SHOOT OCCUP DWELL/VEH,5,5C,1642,2021/11/05 02:00:00+00
31452,1552515,2299,01,BURGLARY,459 PC BURGLARY:VEHICLE,1,1A,0313,2021/11/05 03:00:00+00
31453,1552516,5202,21,WEAPON OFFENSE,25400(C)(4) CCW PROHIB PERSON,5,5B,1621,2021/11/09 01:47:00+00
31454,1552517,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,3,3A,0762,2021/11/01 07:00:00+00
31455,1552520,2399,2,LARCENY,484 PC PETTY THEFT,1,1A,0328,2021/10/01 02:30:00+00
31456,1552521,2399,2,LARCENY,484 PC PETTY THEFT,1,1A,0328,2021/10/19 00:11:00+00
31457,1552522,2399,2,LARCENY,484 PC PETTY THEFT,1,1A,0328,2021/10/15 03:44:00+00
31458,1552524,2299,09,BURGLARY,459 PC BURGLARY:UNSPECIFIED-FEL,3,3A,0785,2021/11/08 10:30:00+00
31459,1552526,2399,2,LARCENY,484 PC PETTY THEFT,1,1A,0328,2021/10/12 00:34:00+00
31460,1552528,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,6,6E,1102,2021/11/09 00:30:00+00
31461,1552529,2399,2,LARCENY,484 PC PETTY THEFT,6,6A,1032,2021/11/07 02:55:00+00
31462,1552531,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,1,1A,0103,2021/11/04 11:00:00+00
31463,1552532,5401,2,ACCIDENT,20001(A) VC HIT/RUN INJ/DEATH,2,2A,0509,2021/11/08 02:33:00+00
31464,1552536,2203,0,BURGLARY,459 PC BURGLARY:BUSINESS-FORCE,5,5C,1624,2021/11/06 11:44:00+00
31465,1552540,2310,0,LARCENY,1708 US THEFT OF MAIL,5,5A,1503,2021/11/08 04:00:00+00
31466,1552543,5401,1,TRAFFIC,20002(B) HIT/RUN-RUNAWAY VEH,3,3B,0747,2021/10/24 09:30:00+00
31467,1552546,2299,01,BURGLARY,459 PC BURGLARY:VEHICLE,6,6E,0878,2021/11/07 02:50:00+00
31468,1552550,2299,01,BURGLARY,459 PC BURGLARY:VEHICLE,1,1A,0336,2021/11/09 02:00:00+00
31469,1552551,5401,1,TRAFFIC,20002(B) HIT/RUN-RUNAWAY VEH,4,4B,1351,2021/11/02 10:52:00+00
31470,1552552,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,6,6B,1086,2021/11/05 16:00:00+00
31471,1552553,2203,0,BURGLARY,459 PC BURGLARY:BUSINESS-FORCE,5,5C,1654,2021/11/09 08:19:00+00
31472,1552555,2203,0,BURGLARY,459 PC BURGLARY:BUSINESS-FORCE,3,3A,0784,2021/11/09 13:41:00+00
31473,1552557,5401,1,TRAFFIC,20002(B) HIT/RUN-RUNAWAY VEH,2,2B,0537,2021/11/05 09:09:00+00
31474,1552558,5212,06,WEAPON OFFENSE,626.10(A) PC POSS WPN SCHL ZN,6,6C,1121,2021/11/09 18:52:00+00
31475,1552559,5401,0,TRAFFIC,20002(A) HIT/RUN-PROP DAMAGE,5,5C,1654,2021/11/06 02:01:00+00
31476,1552560,5401,0,TRAFFIC,20002(A) HIT/RUN-PROP DAMAGE,3,3A,0723,2021/11/07 06:22:00+00
31477,1552561,5401,0,TRAFFIC,20002(A) HIT/RUN-PROP DAMAGE,2,2A,0507,2021/11/07 15:26:00+00
31478,1552562,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6C,1424,2021/11/11 02:00:00+00
31479,1552563,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,3,3A,0725,2021/10/20 04:00:00+00
